"Citizenship","2008M01","2008M02","2008M03","2008M04","2008M05","2008M06","2008M07","2008M08","2008M09","2008M10","2008M11","2008M12","2009M01","2009M02","2009M03","2009M04","2009M05","2009M06","2009M07","2009M08","2009M09","2009M10","2009M11","2009M12","2010M01","2010M02","2010M03","2010M04","2010M05","2010M06","2010M07","2010M08","2010M09","2010M10","2010M11","2010M12","2011M01","2011M02","2011M03","2011M04","2011M05","2011M06","2011M07","2011M08","2011M09","2011M10","2011M11","2011M12","2012M01","2012M02","2012M03","2012M04","2012M05","2012M06","2012M07","2012M08","2012M09","2012M10","2012M11","2012M12","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08"
"Passenger total",51292,52783,64254,60976,77592,105051,125663,123511,77494,61813,41275,37418,38551,33531,41306,52155,57043,81252,105344,116373,64151,55129,40598,33640,38726,37292,48812,42197,51566,85127,111918,119473,68671,64321,45821,39098,45036,42454,49265,61329,68333,103044,130386,136029,82385,70989,49053,43612,49539,49151,60091,66559,76679,113686,147182,152302,96985,80475,63190,49283,56546,60812,76213,73885,88077,126143,156887,168605,106677,90675,75285,66123,72201,73710,90526,94642,103748,151765,184204,190292,125699,107278,93313,81805,90089,93878,116577,107482,132442,185104,225338,229319,166891,144026,117296,103770,107595,129620,156144,133751,170985,253613,291517,285785,223424,208622,176860,166067,173290,183504,208683,215709,198148,284079,334403,337856
