"Iceland",59
"Norway",45
"EU",29
"Sweden",43
"Finland",34
"Denmark",37
"Germany",30
"Netherlands",45
"Belgium",32
"Luxembourg",27
"France",17
"Italy",22
"Spain",30
"Portugal",35
"United Kingdom",42
"Ireland",48
"Czech Republic",15
"Poland",17
"Slovakia",22
"Lithuania",32
"Latvia",14
"Estonia",25
"Austria",36
"Hungary",25
"Slovenia",35
"Croatia",30
"Romania",21
"Bulgaria",33
"Malta",55
"Greece",32
"Macedonia",36
"Turkey",40
